edge_id,u,v,undirected_id,travel_time_min,cycle_time_h,priority
1404,350,352,702,3.141,3.0,periphery
1405,352,350,702,1.458,3.0,periphery
1406,351,353,703,1.487,3.0,periphery
1407,353,351,703,4.923,3.0,periphery
1408,351,352,704,1.227,2.0,collector
1409,352,351,704,6.714,2.0,collector
1410,352,353,705,1.46,1.0,artery
1411,353,352,705,3.675,1.0,artery
1412,354,357,706,2.057,3.0,periphery
1413,357,354,706,3.599,3.0,periphery
1414,354,355,707,1.808,3.0,periphery
1415,355,354,707,2.273,3.0,periphery
1416,354,356,708,2.568,1.0,artery
1417,356,354,708,1.373,1.0,artery
1418,355,357,709,3.908,3.0,periphery
1419,357,355,709,1.842,3.0,periphery
1420,355,356,710,2.185,1.0,artery
1421,356,355,710,1.38,1.0,artery
1422,356,357,711,1.0,3.0,periphery
1423,357,356,711,2.234,3.0,periphery
1424,358,361,712,10.657,3.0,periphery
1425,361,358,712,4.012,3.0,periphery
1426,358,359,713,2.477,3.0,periphery
1427,359,358,713,2.14,3.0,periphery
1428,358,360,714,2.54,2.0,collector
1429,360,358,714,3.479,2.0,collector
1430,359,361,715,1.234,3.0,periphery
1431,361,359,715,4.89,3.0,periphery
1432,359,360,716,3.849,3.0,periphery
1433,360,359,716,3.856,3.0,periphery
1434,360,361,717,3.26,3.0,periphery
1435,361,360,717,2.535,3.0,periphery
1436,362,365,718,3.752,1.0,artery
1437,365,362,718,3.574,1.0,artery
1438,362,363,719,2.026,2.0,collector
1439,363,362,719,1.776,2.0,collector
1440,362,364,720,2.664,3.0,periphery
1441,364,362,720,6.347,3.0,periphery
1442,363,365,721,1.191,3.0,periphery
1443,365,363,721,1.039,3.0,periphery
1444,363,364,722,2.766,3.0,periphery
1445,364,363,722,2.583,3.0,periphery
1446,364,365,723,2.78,3.0,periphery
1447,365,364,723,2.901,3.0,periphery
1448,366,369,724,2.192,3.0,periphery
1449,369,366,724,6.126,3.0,periphery
1450,366,367,725,1.0,3.0,periphery
1451,367,366,725,1.524,3.0,periphery
1452,366,368,726,2.355,2.0,collector
1453,368,366,726,1.0,2.0,collector
1454,367,369,727,2.255,1.0,artery
1455,369,367,727,6.79,1.0,artery
1456,367,368,728,2.537,3.0,periphery
1457,368,367,728,2.878,3.0,periphery
1458,368,369,729,1.176,1.0,artery
1459,369,368,729,1.731,1.0,artery
1460,370,373,730,2.001,2.0,collector
1461,373,370,730,2.071,2.0,collector
1462,370,371,731,5.406,3.0,periphery
1463,371,370,731,3.502,3.0,periphery
1464,370,372,732,1.286,3.0,periphery
1465,372,370,732,2.905,3.0,periphery
1466,371,373,733,3.379,1.0,artery
1467,373,371,733,4.966,1.0,artery
1468,371,372,734,6.468,3.0,periphery
1469,372,371,734,1.363,3.0,periphery
1470,372,373,735,1.54,3.0,periphery
1471,373,372,735,1.178,3.0,periphery
1472,374,377,736,2.178,3.0,periphery
1473,377,374,736,3.315,3.0,periphery
1474,374,375,737,4.531,1.0,artery
1475,375,374,737,2.394,1.0,artery
1476,374,376,738,2.068,1.0,artery
1477,376,374,738,2.745,1.0,artery
1478,375,377,739,1.518,3.0,periphery
1479,377,375,739,8.779,3.0,periphery
1480,375,376,740,1.0,2.0,collector
1481,376,375,740,2.8,2.0,collector
1482,376,377,741,8.438,1.0,artery
1483,377,376,741,2.516,1.0,artery
1484,378,381,742,2.236,2.0,collector
1485,381,378,742,2.022,2.0,collector
1486,378,379,743,2.249,3.0,periphery
1487,379,378,743,5.711,3.0,periphery
1488,378,380,744,1.0,3.0,periphery
1489,380,378,744,6.288,3.0,periphery
1490,379,381,745,1.066,1.0,artery
1491,381,379,745,2.135,1.0,artery
1492,379,380,746,1.937,3.0,periphery
1493,380,379,746,3.567,3.0,periphery
1494,380,381,747,1.0,2.0,collector
1495,381,380,747,3.307,2.0,collector
1496,382,385,748,8.442,3.0,periphery
1497,385,382,748,1.106,3.0,periphery
1498,382,383,749,2.808,1.0,artery
1499,383,382,749,1.684,1.0,artery
1500,382,384,750,3.235,3.0,periphery
1501,384,382,750,2.535,3.0,periphery
1502,383,385,751,1.705,3.0,periphery
1503,385,383,751,3.358,3.0,periphery
1504,383,384,752,7.398,1.0,artery
1505,384,383,752,2.235,1.0,artery
1506,384,385,753,3.859,3.0,periphery
1507,385,384,753,1.153,3.0,periphery
1508,386,389,754,1.412,1.0,artery
1509,389,386,754,3.327,1.0,artery
1510,386,387,755,6.105,2.0,collector
1511,387,386,755,3.102,2.0,collector
1512,386,388,756,2.077,1.0,artery
1513,388,386,756,2.505,1.0,artery
1514,387,389,757,1.183,3.0,periphery
1515,389,387,757,3.601,3.0,periphery
1516,387,388,758,4.255,3.0,periphery
1517,388,387,758,1.91,3.0,periphery
1518,388,389,759,1.89,3.0,periphery
1519,389,388,759,2.939,3.0,periphery
1520,390,393,760,1.928,3.0,periphery
1521,393,390,760,2.408,3.0,periphery
1522,390,391,761,8.833,2.0,collector
1523,391,390,761,2.161,2.0,collector
1524,390,392,762,2.021,3.0,periphery
1525,392,390,762,1.699,3.0,periphery
1526,391,393,763,3.916,3.0,periphery
1527,393,391,763,2.248,3.0,periphery
1528,391,392,764,1.697,3.0,periphery
1529,392,391,764,5.537,3.0,periphery
1530,392,393,765,5.873,3.0,periphery
1531,393,392,765,1.748,3.0,periphery
1532,394,397,766,1.0,3.0,periphery
1533,397,394,766,4.587,3.0,periphery
1534,394,395,767,1.662,1.0,artery
1535,395,394,767,4.027,1.0,artery
1536,394,396,768,1.0,3.0,periphery
1537,396,394,768,4.281,3.0,periphery
1538,395,397,769,1.212,3.0,periphery
1539,397,395,769,3.885,3.0,periphery
1540,395,396,770,2.527,3.0,periphery
1541,396,395,770,1.414,3.0,periphery
1542,396,397,771,1.963,3.0,periphery
1543,397,396,771,3.783,3.0,periphery
1544,398,401,772,2.67,3.0,periphery
1545,401,398,772,3.558,3.0,periphery
1546,398,399,773,8.203,3.0,periphery
1547,399,398,773,1.0,3.0,periphery
1548,398,400,774,6.612,2.0,collector
1549,400,398,774,2.668,2.0,collector
1550,399,401,775,1.461,1.0,artery
1551,401,399,775,1.128,1.0,artery
1552,399,400,776,2.237,3.0,periphery
1553,400,399,776,4.356,3.0,periphery
1554,400,401,777,2.321,1.0,artery
1555,401,400,777,6.205,1.0,artery
1556,402,405,778,1.049,2.0,collector
1557,405,402,778,2.488,2.0,collector
1558,402,403,779,1.182,1.0,artery
1559,403,402,779,3.117,1.0,artery
1560,402,404,780,4.266,1.0,artery
1561,404,402,780,1.947,1.0,artery
1562,403,405,781,1.0,3.0,periphery
1563,405,403,781,2.824,3.0,periphery
1564,403,404,782,3.257,1.0,artery
1565,404,403,782,3.194,1.0,artery
1566,404,405,783,5.26,3.0,periphery
1567,405,404,783,1.318,3.0,periphery
1568,406,409,784,3.769,1.0,artery
1569,409,406,784,5.125,1.0,artery
1570,406,407,785,1.0,3.0,periphery
1571,407,406,785,3.036,3.0,periphery
1572,406,408,786,1.852,3.0,periphery
1573,408,406,786,2.386,3.0,periphery
1574,407,409,787,3.087,3.0,periphery
1575,409,407,787,1.871,3.0,periphery
1576,407,408,788,1.671,3.0,periphery
1577,408,407,788,2.558,3.0,periphery
1578,408,409,789,1.305,3.0,periphery
1579,409,408,789,1.306,3.0,periphery
1580,410,413,790,3.767,1.0,artery
1581,413,410,790,1.258,1.0,artery
1582,410,411,791,3.737,1.0,artery
1583,411,410,791,3.307,1.0,artery
1584,410,412,792,1.0,1.0,artery
1585,412,410,792,1.669,1.0,artery
1586,411,413,793,5.13,1.0,artery
1587,413,411,793,1.391,1.0,artery
1588,411,412,794,1.896,3.0,periphery
1589,412,411,794,3.306,3.0,periphery
1590,412,413,795,4.009,3.0,periphery
1591,413,412,795,2.155,3.0,periphery
1592,414,417,796,1.751,2.0,collector
1593,417,414,796,5.883,2.0,collector
1594,414,415,797,7.113,1.0,artery
1595,415,414,797,4.508,1.0,artery
1596,414,416,798,2.637,1.0,artery
1597,416,414,798,1.543,1.0,artery
1598,415,417,799,1.522,3.0,periphery
1599,417,415,799,3.428,3.0,periphery
1600,415,416,800,3.221,3.0,periphery
1601,416,415,800,5.81,3.0,periphery
1602,416,417,801,3.702,3.0,periphery
1603,417,416,801,1.017,3.0,periphery
1604,418,421,802,4.71,3.0,periphery
1605,421,418,802,1.377,3.0,periphery
1606,418,419,803,1.99,3.0,periphery
1607,419,418,803,2.912,3.0,periphery
1608,418,420,804,8.298,1.0,artery
1609,420,418,804,16.193,1.0,artery
1610,419,421,805,3.606,3.0,periphery
1611,421,419,805,2.245,3.0,periphery
1612,419,420,806,3.453,3.0,periphery
1613,420,419,806,4.268,3.0,periphery
1614,420,421,807,2.067,3.0,periphery
1615,421,420,807,7.358,3.0,periphery
1616,422,425,808,2.877,3.0,periphery
1617,425,422,808,3.378,3.0,periphery
1618,422,423,809,3.737,3.0,periphery
1619,423,422,809,3.227,3.0,periphery
1620,422,424,810,4.145,1.0,artery
1621,424,422,810,1.73,1.0,artery
1622,423,425,811,1.793,3.0,periphery
1623,425,423,811,1.295,3.0,periphery
1624,423,424,812,3.262,3.0,periphery
1625,424,423,812,3.999,3.0,periphery
1626,424,425,813,3.298,1.0,artery
1627,425,424,813,6.844,1.0,artery
1628,426,429,814,2.497,1.0,artery
1629,429,426,814,3.743,1.0,artery
1630,426,427,815,1.302,3.0,periphery
1631,427,426,815,1.986,3.0,periphery
1632,426,428,816,3.804,3.0,periphery
1633,428,426,816,4.171,3.0,periphery
1634,427,429,817,2.101,1.0,artery
1635,429,427,817,2.4,1.0,artery
1636,427,428,818,1.008,2.0,collector
1637,428,427,818,2.023,2.0,collector
1638,428,429,819,4.275,3.0,periphery
1639,429,428,819,3.539,3.0,periphery
1640,430,433,820,3.384,1.0,artery
1641,433,430,820,2.582,1.0,artery
1642,430,431,821,2.516,3.0,periphery
1643,431,430,821,1.686,3.0,periphery
1644,430,432,822,3.811,1.0,artery
1645,432,430,822,3.226,1.0,artery
1646,431,433,823,3.366,3.0,periphery
1647,433,431,823,1.828,3.0,periphery
1648,431,432,824,1.0,3.0,periphery
1649,432,431,824,4.84,3.0,periphery
1650,432,433,825,1.88,2.0,collector
1651,433,432,825,1.493,2.0,collector
1652,434,437,826,3.799,3.0,periphery
1653,437,434,826,1.981,3.0,periphery
1654,434,435,827,4.733,1.0,artery
1655,435,434,827,3.628,1.0,artery
1656,434,436,828,3.776,1.0,artery
1657,436,434,828,1.104,1.0,artery
1658,435,437,829,5.185,1.0,artery
1659,437,435,829,2.931,1.0,artery
1660,435,436,830,2.008,1.0,artery
1661,436,435,830,2.731,1.0,artery
1662,436,437,831,1.0,2.0,collector
1663,437,436,831,3.202,2.0,collector
1664,438,441,832,1.351,3.0,periphery
1665,441,438,832,1.113,3.0,periphery
1666,438,439,833,1.005,1.0,artery
1667,439,438,833,4.885,1.0,artery
1668,438,440,834,1.718,1.0,artery
1669,440,438,834,6.289,1.0,artery
1670,439,441,835,1.817,2.0,collector
1671,441,439,835,1.0,2.0,collector
1672,439,440,836,1.282,1.0,artery
1673,440,439,836,5.26,1.0,artery
1674,440,441,837,2.282,2.0,collector
1675,441,440,837,1.803,2.0,collector
1676,442,445,838,2.758,1.0,artery
1677,445,442,838,3.386,1.0,artery
1678,442,443,839,4.899,3.0,periphery
1679,443,442,839,5.976,3.0,periphery
1680,442,444,840,2.019,3.0,periphery
1681,444,442,840,1.131,3.0,periphery
1682,443,445,841,1.955,3.0,periphery
1683,445,443,841,2.929,3.0,periphery
1684,443,444,842,1.405,3.0,periphery
1685,444,443,842,1.411,3.0,periphery
1686,444,445,843,3.08,3.0,periphery
1687,445,444,843,2.434,3.0,periphery
1688,446,449,844,2.556,3.0,periphery
1689,449,446,844,1.59,3.0,periphery
1690,446,447,845,2.182,1.0,artery
1691,447,446,845,1.439,1.0,artery
1692,446,448,846,4.275,3.0,periphery
1693,448,446,846,4.663,3.0,periphery
1694,447,449,847,1.0,1.0,artery
1695,449,447,847,1.435,1.0,artery
1696,447,448,848,1.021,1.0,artery
1697,448,447,848,1.697,1.0,artery
1698,448,449,849,2.383,3.0,periphery
1699,449,448,849,1.05,3.0,periphery
1700,450,451,850,1.441,3.0,periphery
1701,451,450,850,1.372,3.0,periphery
1702,450,453,851,2.838,3.0,periphery
1703,453,450,851,2.612,3.0,periphery
1704,451,452,852,1.625,3.0,periphery
1705,452,451,852,2.786,3.0,periphery
1706,452,454,853,1.805,3.0,periphery
1707,454,452,853,2.129,3.0,periphery
1708,453,454,854,6.839,3.0,periphery
1709,454,453,854,5.601,3.0,periphery
1710,455,457,855,1.149,1.0,artery
1711,457,455,855,4.122,1.0,artery
1712,455,456,856,4.077,3.0,periphery
1713,456,455,856,1.258,3.0,periphery
1714,456,457,857,4.095,1.0,artery
1715,457,456,857,6.305,1.0,artery
1716,458,460,858,1.278,3.0,periphery
1717,460,458,858,1.445,3.0,periphery
1718,458,459,859,4.615,1.0,artery
1719,459,458,859,2.949,1.0,artery
1720,459,460,860,3.489,2.0,collector
1721,460,459,860,3.074,2.0,collector
1722,461,463,861,3.168,3.0,periphery
1723,463,461,861,1.131,3.0,periphery
1724,461,462,862,4.697,3.0,periphery
1725,462,461,862,5.055,3.0,periphery
1726,462,463,863,2.184,3.0,periphery
1727,463,462,863,2.441,3.0,periphery
1728,464,466,864,1.0,3.0,periphery
1729,466,464,864,3.412,3.0,periphery
1730,464,465,865,3.532,1.0,artery
1731,465,464,865,2.414,1.0,artery
1732,465,466,866,4.92,3.0,periphery
1733,466,465,866,2.051,3.0,periphery
1734,467,469,867,3.516,3.0,periphery
1735,469,467,867,1.359,3.0,periphery
1736,467,468,868,2.471,1.0,artery
1737,468,467,868,2.257,1.0,artery
1738,468,469,869,2.869,3.0,periphery
1739,469,468,869,2.008,3.0,periphery
1740,470,472,870,2.316,1.0,artery
1741,472,470,870,4.113,1.0,artery
1742,470,471,871,1.928,1.0,artery
1743,471,470,871,1.0,1.0,artery
1744,471,472,872,7.159,3.0,periphery
1745,472,471,872,5.74,3.0,periphery
1746,473,475,873,1.154,1.0,artery
1747,475,473,873,3.79,1.0,artery
1748,473,474,874,1.853,3.0,periphery
1749,474,473,874,2.935,3.0,periphery
1750,474,475,875,2.99,2.0,collector
1751,475,474,875,2.177,2.0,collector
1752,476,478,876,1.566,1.0,artery
1753,478,476,876,1.656,1.0,artery
1754,476,477,877,1.446,3.0,periphery
1755,477,476,877,1.521,3.0,periphery
1756,477,478,878,2.407,3.0,periphery
1757,478,477,878,1.631,3.0,periphery
1758,479,481,879,3.773,3.0,periphery
1759,481,479,879,6.116,3.0,periphery
1760,479,480,880,1.769,3.0,periphery
1761,480,479,880,2.893,3.0,periphery
1762,480,481,881,3.382,3.0,periphery
1763,481,480,881,3.326,3.0,periphery
1764,482,484,882,2.623,3.0,periphery
1765,484,482,882,3.913,3.0,periphery
1766,482,483,883,3.347,3.0,periphery
1767,483,482,883,1.192,3.0,periphery
1768,483,484,884,4.221,3.0,periphery
1769,484,483,884,4.267,3.0,periphery
1770,485,487,885,1.585,2.0,collector
1771,487,485,885,2.564,2.0,collector
1772,485,486,886,3.776,1.0,artery
1773,486,485,886,2.21,1.0,artery
1774,486,487,887,4.77,2.0,collector
1775,487,486,887,10.349,2.0,collector
1776,488,490,888,1.564,3.0,periphery
1777,490,488,888,1.094,3.0,periphery
1778,488,489,889,3.007,3.0,periphery
1779,489,488,889,3.863,3.0,periphery
1780,489,490,890,2.182,1.0,artery
1781,490,489,890,5.993,1.0,artery
1782,491,493,891,1.122,3.0,periphery
1783,493,491,891,3.798,3.0,periphery
1784,491,492,892,1.742,3.0,periphery
1785,492,491,892,7.03,3.0,periphery
1786,492,493,893,8.282,3.0,periphery
1787,493,492,893,1.582,3.0,periphery
1788,494,496,894,1.802,2.0,collector
1789,496,494,894,4.197,2.0,collector
1790,494,495,895,1.986,1.0,artery
1791,495,494,895,2.438,1.0,artery
1792,495,496,896,2.544,3.0,periphery
1793,496,495,896,1.0,3.0,periphery
1794,497,499,897,2.485,1.0,artery
1795,499,497,897,1.657,1.0,artery
1796,497,498,898,1.864,1.0,artery
1797,498,497,898,5.958,1.0,artery
1798,498,499,899,1.179,3.0,periphery
1799,499,498,899,4.082,3.0,periphery
